,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-8,blaOXA-1,blaTEM-15,blaTEM-1B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
2,ESBL16,2 length=959777 depth=0.98x,misc,M_0,False,False,False,0.98,959777,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL16,3 length=881915 depth=0.84x,misc,M_1,False,True,False,0.84,881915,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797941..799173,,,,,,,,,,
4,ESBL16,4 length=657235 depth=1.11x,misc,M_2,False,False,False,1.11,657235,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL16,5 length=554131 depth=1.17x,misc,M_3,False,False,False,1.17,554131,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL16,6 length=220177 depth=0.83x,misc,M_4,False,False,False,0.83,220177,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ESBL16,7 length=164320 depth=0.96x,misc,M_5,False,False,False,0.96,164320,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL16,8 length=92553 depth=0.91x,misc,M_6,False,False,False,0.91,92553,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL16,10 length=74025 depth=0.88x,misc,M_7,False,False,False,0.88,74025,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL16,11 length=9138 depth=2.10x,misc,M_8,False,False,False,2.10,9138,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ESBL16,14 length=1888 depth=0.28x,misc,M_9,False,False,False,0.28,1888,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ESBL16,15 length=1766 depth=2.32x,misc,M_10,False,False,False,2.32,1766,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ESBL16,16 length=1672 depth=1.78x,misc,M_11,False,False,False,1.78,1672,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ESBL16,17 length=1416 depth=3.15x,misc,M_12,False,False,False,3.15,1416,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ESBL16,18 length=1226 depth=2.86x,misc,M_13,False,False,False,2.86,1226,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ESBL16,19 length=1077 depth=0.46x,misc,M_14,False,False,False,0.46,1077,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ESBL16,20 length=844 depth=2.09x,misc,M_15,False,False,False,2.09,844,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ESBL16,21 length=816 depth=4.60x,misc,M_16,False,False,False,4.60,816,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ESBL16,22 length=750 depth=2.93x,misc,M_17,False,False,False,2.93,750,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ESBL16,23 length=550 depth=2.57x,misc,M_18,False,False,False,2.57,550,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ESBL16,24 length=499 depth=3.02x,misc,M_19,False,False,False,3.02,499,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ESBL16,25 length=415 depth=0.83x,misc,M_20,False,False,False,0.83,415,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ESBL16,26 length=415 depth=2.19x,misc,M_21,False,False,False,2.19,415,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ESBL16,27 length=410 depth=3.00x,misc,M_22,False,False,False,3.00,410,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ESBL16,28 length=400 depth=3.44x,misc,M_23,False,False,False,3.44,400,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ESBL16,30 length=386 depth=3.22x,misc,M_24,False,False,False,3.22,386,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ESBL16,29 length=386 depth=1.20x,misc,M_25,False,False,False,1.20,386,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ESBL16,31 length=380 depth=3.01x,misc,M_26,False,False,False,3.01,380,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ESBL16,32 length=380 depth=1.25x,misc,M_27,False,False,False,1.25,380,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ESBL16,33 length=354 depth=1.62x,misc,M_28,False,False,False,1.62,354,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ESBL16,34 length=332 depth=0.84x,misc,M_29,False,False,False,0.84,332,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,ESBL16,35 length=332 depth=1.50x,misc,M_30,False,False,False,1.50,332,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ESBL16,36 length=302 depth=1.98x,misc,M_31,False,False,False,1.98,302,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ESBL16,37 length=281 depth=2.10x,misc,M_32,False,False,False,2.10,281,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ESBL16,38 length=264 depth=7.05x,misc,M_33,False,False,False,7.05,264,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ESBL16,40 length=253 depth=3.81x,misc,M_34,False,False,False,3.81,253,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ESBL16,39 length=253 depth=2.56x,misc,M_35,False,False,False,2.56,253,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ESBL16,41 length=209 depth=2.43x,misc,M_36,False,False,False,2.43,209,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ESBL16,42 length=185 depth=2.19x,misc,M_37,False,False,False,2.19,185,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ESBL16,43 length=167 depth=2.10x,misc,M_38,False,False,False,2.10,167,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ESBL16,44 length=152 depth=2.53x,misc,M_39,False,False,False,2.53,152,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ESBL16,45 length=143 depth=2.94x,misc,M_40,False,False,False,2.94,143,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ESBL16,46 length=107 depth=3.57x,misc,M_41,False,False,False,3.57,107,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL16,9 length=88889 depth=1.00x circular=true,plasmid,P_0,True,True,True,1.00,88889,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,,88633..88774,,,,,,,,,,,,,,,,,8257..9132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ESBL16,12 length=5330 depth=2.48x circular=true,plasmid,P_1,True,False,True,2.48,5330,"['Col(MGD2)', 'ColRNAI']",,,,,4715..4815,,,3855..3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ESBL16,13 length=4734 depth=3.62x circular=true,plasmid,P_2,True,False,True,3.62,4734,['Col156'],,,,,,4039..4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL15,1 length=3186527 depth=1.00x,chromosome,C_0,False,True,False,1.00,3186527,['tet(34)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2878386..2878741,,,
2,ESBL15,2 length=1494086 depth=0.76x,chromosome,C_1,False,True,False,0.76,1494086,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411327..1412559,,,,,,,,,,
3,ESBL15,3 length=262524 depth=0.87x,misc,M_0,False,False,False,0.87,262524,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL15,5 length=9138 depth=3.18x,misc,M_1,False,False,False,3.18,9138,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL15,8 length=1672 depth=2.23x,misc,M_2,False,False,False,2.23,1672,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL15,9 length=1541 depth=0.30x,misc,M_3,False,False,False,0.30,1541,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL15,10 length=1487 depth=1.62x,misc,M_4,False,False,False,1.62,1487,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL15,11 length=1416 depth=2.48x,misc,M_5,False,False,False,2.48,1416,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ESBL15,12 length=1227 depth=0.39x,misc,M_6,False,False,False,0.39,1227,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ESBL15,13 length=1226 depth=2.56x,misc,M_7,False,False,False,2.56,1226,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ESBL15,14 length=844 depth=2.03x,misc,M_8,False,False,False,2.03,844,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ESBL15,15 length=751 depth=1.98x,misc,M_9,False,False,False,1.98,751,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ESBL15,16 length=665 depth=0.92x,misc,M_10,False,False,False,0.92,665,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ESBL15,17 length=550 depth=2.23x,misc,M_11,False,False,False,2.23,550,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ESBL15,18 length=499 depth=2.71x,misc,M_12,False,False,False,2.71,499,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ESBL15,19 length=499 depth=1.22x,misc,M_13,False,False,False,1.22,499,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ESBL15,20 length=410 depth=0.87x,misc,M_14,False,False,False,0.87,410,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ESBL15,21 length=400 depth=2.40x,misc,M_15,False,False,False,2.40,400,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ESBL15,22 length=354 depth=1.83x,misc,M_16,False,False,False,1.83,354,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ESBL15,24 length=281 depth=1.90x,misc,M_17,False,False,False,1.90,281,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ESBL15,23 length=281 depth=1.09x,misc,M_18,False,False,False,1.09,281,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ESBL15,25 length=253 depth=2.90x,misc,M_19,False,False,False,2.90,253,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ESBL15,26 length=209 depth=0.87x,misc,M_20,False,False,False,0.87,209,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ESBL15,27 length=167 depth=3.80x,misc,M_21,False,False,False,3.80,167,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ESBL15,28 length=163 depth=2.80x,misc,M_22,False,False,False,2.80,163,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ESBL15,29 length=152 depth=2.12x,misc,M_23,False,False,False,2.12,152,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ESBL15,30 length=143 depth=3.62x,misc,M_24,False,False,False,3.62,143,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ESBL15,31 length=138 depth=0.87x,misc,M_25,False,False,False,0.87,138,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ESBL15,32 length=107 depth=1.24x,misc,M_26,False,False,False,1.24,107,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ESBL15,4 length=88889 depth=0.97x circular=true,plasmid,P_0,True,True,True,0.97,88889,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,,88633..88774,,,,,,,,,,,,,,,,,8257..9132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL15,6 length=5330 depth=2.35x circular=true,plasmid,P_1,True,False,True,2.35,5330,"['Col(MGD2)', 'ColRNAI']",,,,,4822..4922,,,324..452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ESBL15,7 length=4734 depth=3.81x circular=true,plasmid,P_2,True,False,True,3.81,4734,['Col156'],,,,,,3537..3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL14,1 length=4946849 depth=1.00x circular=true,chromosome,C_0,False,True,True,1.00,4946849,"['blaTEM-1B', 'mdf(A)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55317..56177,,,,,,,,,,3240701..3241933,,,,,,,,,,
2,ESBL14,2 length=62320 depth=1.11x,plasmid,P_0,True,True,False,1.11,62320,"['blaCTX-M-14', 'IncFII']",,,,,,,,,,,,,,,31426..31686,,,,,,,,,,,,,,,,,,,,,25150..26025,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL14,3 length=41983 depth=0.93x,plasmid,P_1,True,False,False,0.93,41983,['IncFIC(FII)'],,,,,,,,,,,,,,17298..17595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ESBL14,4 length=34975 depth=0.76x,plasmid,P_2,True,False,False,0.76,34975,"['IncFIA', 'IncFIB(AP001918)']",,,,,,,,,,12277..12639,21008..21689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL14,5 length=33826 depth=0.43x circular=true,plasmid,P_3,True,False,True,0.43,33826,"['IncX4', 'Col(MG828)']",,,,17841..17993,,,,,,,,,,,,,,,,,,,,16403..17120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL14,11 length=1753 depth=0.51x circular=true,plasmid,P_4,False,False,True,0.51,1753,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL14,6 length=5181 depth=1.60x,misc,M_0,False,False,False,1.60,5181,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ESBL14,7 length=3239 depth=0.81x,misc,M_1,False,False,False,0.81,3239,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL14,8 length=2607 depth=0.55x,misc,M_2,False,False,False,0.55,2607,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ESBL14,9 length=2575 depth=1.09x,misc,M_3,False,False,False,1.09,2575,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL14,10 length=1799 depth=0.92x,misc,M_4,False,False,False,0.92,1799,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ESBL14,12 length=1278 depth=0.91x,misc,M_5,False,False,False,0.91,1278,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ESBL14,13 length=1247 depth=0.32x,misc,M_6,False,False,False,0.32,1247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ESBL14,14 length=1127 depth=0.76x,misc,M_7,False,False,False,0.76,1127,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ESBL14,15 length=785 depth=0.59x,misc,M_8,False,False,False,0.59,785,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ESBL14,16 length=781 depth=0.69x,misc,M_9,False,False,False,0.69,781,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ESBL14,17 length=641 depth=1.11x,misc,M_10,False,False,False,1.11,641,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ESBL14,18 length=613 depth=1.92x,misc,M_11,False,False,False,1.92,613,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ESBL14,19 length=576 depth=1.24x,misc,M_12,False,False,False,1.24,576,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ESBL14,20 length=547 depth=1.05x,misc,M_13,False,False,False,1.05,547,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ESBL14,21 length=547 depth=0.80x,misc,M_14,False,False,False,0.80,547,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ESBL14,22 length=527 depth=2.40x,misc,M_15,False,False,False,2.40,527,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ESBL14,23 length=411 depth=1.06x,misc,M_16,False,False,False,1.06,411,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ESBL14,24 length=411 depth=0.76x,misc,M_17,False,False,False,0.76,411,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ESBL14,25 length=407 depth=2.58x,misc,M_18,False,False,False,2.58,407,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ESBL14,27 length=379 depth=1.23x,misc,M_19,False,False,False,1.23,379,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ESBL14,26 length=379 depth=1.88x,misc,M_20,False,False,False,1.88,379,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ESBL14,29 length=287 depth=1.05x,misc,M_21,False,False,False,1.05,287,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ESBL14,28 length=287 depth=1.84x,misc,M_22,False,False,False,1.84,287,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ESBL14,30 length=257 depth=2.90x,misc,M_23,False,False,False,2.90,257,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ESBL14,31 length=255 depth=2.27x,misc,M_24,False,False,False,2.27,255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ESBL14,32 length=181 depth=25.49x,misc,M_25,False,False,False,25.49,181,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ESBL14,33 length=155 depth=2.21x,misc,M_26,False,False,False,2.21,155,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ESBL14,34 length=127 depth=1.03x,misc,M_27,False,False,False,1.03,127,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,ESBL14,35 length=107 depth=28.95x,misc,M_28,False,False,False,28.95,107,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ESBL14,36 length=101 depth=1.73x,misc,M_29,False,False,False,1.73,101,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL13,1 length=5040137 depth=1.00x,chromosome,C_0,False,True,False,1.00,5040137,"['mdf(A)', 'tet(34)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024289..3025521,,,,,,,2167783..2168138,,,
2,ESBL13,2 length=109582 depth=0.70x circular=true,plasmid,P_0,True,False,True,0.70,109582,['IncFIB(pKPHS1)'],,,,,,,,,,,,,109463..109582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL13,3 length=59773 depth=1.11x circular=true,plasmid,P_1,True,True,True,1.11,59773,"['IncI1', 'blaCMY-42']",,,,,,,,,,,,,,,,,,59563..59699,,,,,,,,,,,,,,,,39198..40343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ESBL13,4 length=4072 depth=4.07x circular=true,plasmid,P_2,False,False,True,4.07,4072,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL13,5 length=1561 depth=0.47x,misc,M_0,False,False,False,0.47,1561,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL12,1 length=1436057 depth=1.06x,chromosome,C_0,False,True,False,1.06,1436057,"['blaTEM-1B', ""aph(3')-Ia"", 'mdf(A)', 'tet(D)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384408..385223,,,,,,,,,,,388545..389405,,,,,,,,,,1413587..1414819,,,,,,,,,,386881..388065
2,ESBL12,2 length=869238 depth=0.98x,misc,M_0,False,False,False,0.98,869238,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ESBL12,3 length=658544 depth=1.12x,misc,M_1,False,True,False,1.12,658544,['blaCTX-M-14b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548817..549692,,,,,,,,,,,,,,,,,,,,,,,,,,
