,sample,header,label,name,replicon,resistance,circular,len,genes,ARR-3,Col(BS512),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(3)-IIe,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-3,blaCTX-M-8,blaOXA-1,blaTEM-1B,blaTEM-1C,blaTEM-52B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
tig00000134,ESBL21,tig00000134 len=38045 reads=259 covStat=414.93 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_2,True,False,True,38078,['IncX4'],,,,,,,,,,,,,,,,,,,,,,,28914..29287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000133,ESBL21,tig00000133 len=17095 reads=133 covStat=158.90 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_3,True,False,True,17095,['ColRNAI'],,,,,,,9237..9367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000132,ESBL21,tig00000132 len=12327 reads=247 covStat=3.32 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_4,True,False,True,12327,['Col156'],,,,,11163..11316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000138,ESBL21,tig00000138 len=10740 reads=110 covStat=57.02 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_5,True,False,False,10742,['Col156'],,,,,8692..8845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00017204,ESBL21,tig00017204 len=34569 reads=265 covStat=345.69 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,False,False,34575,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000146,ESBL21,tig00000146 len=22411 reads=12 covStat=175.96 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,False,False,22411,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000022,ESBL21,tig00000022 len=14997 reads=23 covStat=114.70 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,14997,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000279,ESBL21,tig00000279 len=11482 reads=85 covStat=81.91 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_3,False,True,False,11482,['blaCTX-M-8'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11101..11482,,,,,,,,,,,,,,,,,,,,,,,,
tig00000281,ESBL21,tig00000281 len=11464 reads=72 covStat=100.26 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_4,False,False,False,11464,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00017205,ESBL21,tig00017205 len=10445 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,10445,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000077,ESBL21,tig00000077 len=9346 reads=11 covStat=96.34 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,9346,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000147,ESBL21,tig00000147 len=2415 reads=9 covStat=-4.84 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_7,False,False,False,2415,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000111,ESBL21,tig00000111 len=1943 reads=3 covStat=-1.20 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_8,False,False,False,1943,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000139,ESBL21,tig00000139 len=1796 reads=32 covStat=-10.45 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_9,False,False,False,1796,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000084,ESBL21,tig00000084 len=1686 reads=9 covStat=-3.44 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_10,False,False,False,1686,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000143,ESBL21,tig00000143 len=1651 reads=9 covStat=-4.84 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_11,False,False,False,1651,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000724,ESBL25,tig00000724 len=1018871 reads=7266 covStat=3462.26 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,True,False,1018960,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321361..322593,,,,,,,,,,
tig00000722,ESBL25,tig00000722 len=973416 reads=6330 covStat=3716.74 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,False,False,973532,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000037,ESBL25,tig00000037 len=792150 reads=5382 covStat=2858.71 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,False,False,792235,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000067,ESBL25,tig00000067 len=607696 reads=3862 covStat=2376.61 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,607757,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000085,ESBL25,tig00000085 len=458495 reads=3199 covStat=1587.26 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,False,False,458543,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000096,ESBL25,tig00000096 len=450006 reads=3106 covStat=1583.21 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_4,False,False,False,450080,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000122,ESBL25,tig00000122 len=325498 reads=2214 covStat=1147.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,325540,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000143,ESBL25,tig00000143 len=224102 reads=1611 covStat=722.36 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,224136,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000176,ESBL25,tig00000176 len=162821 reads=984 covStat=642.93 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_7,False,False,False,162854,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000017,ESBL25,tig00000017 len=42120 reads=254 covStat=134.99 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_8,False,False,False,42127,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000726,ESBL25,tig00000726 len=21207 reads=107 covStat=42.42 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_9,False,False,False,21208,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000725,ESBL25,tig00000725 len=21189 reads=66 covStat=103.51 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_10,False,False,False,21191,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000723,ESBL25,tig00000723 len=12998 reads=33 covStat=47.47 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_11,False,False,False,12998,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000239,ESBL25,tig00000239 len=5483 reads=3 covStat=1.66 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_12,False,False,False,5511,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000241,ESBL25,tig00000241 len=5117 reads=5 covStat=5.34 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_13,False,False,False,5117,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000230,ESBL25,tig00000230 len=3643 reads=9 covStat=-1.84 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_14,False,False,False,3644,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00006148,ESBL25,tig00006148 len=2609 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_15,False,False,False,2609,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000117,ESBL25,tig00000117 len=2273 reads=8 covStat=-4.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_16,False,False,False,2273,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000021,ESBL25,tig00000021 len=1422 reads=7 covStat=-3.87 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_17,False,False,False,1422,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000146,ESBL25,tig00000146 len=139030 reads=1016 covStat=389.80 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_0,True,True,True,139037,"[""ant(3'')-Ia"", 'IncFIC(FII)', 'dfrA14', 'mph(A)', 'blaCTX-M-14', 'IncFIB(AP001918)', 'tet(B)', 'IncFIA']",,,,,,,,,115955..116342,99852..100532,,,50193..50490,,,,,,,,,,,,,,,,,66525..66692,,,,,,45208..46083,,,,,,,,,,,,,,,66699..67181,,,,,,61843..62764,,,,,,,74960..76165,
tig00000166,ESBL25,tig00000166 len=102508 reads=442 covStat=505.17 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_1,True,False,True,102546,['IncB/O/K/Z'],,,,,,,,69231..69385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00006147,ESBL25,tig00006147 len=91373 reads=454 covStat=436.12 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_2,True,False,False,91423,['p0111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80282..81166,,,,,,,
tig00000231,ESBL25,tig00000231 len=10091 reads=88 covStat=-10.02 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_3,True,False,True,10093,['Col156'],,,,,6121..6274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000227,ESBL25,tig00000227 len=7902 reads=41 covStat=19.91 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_4,True,False,True,8138,['ColRNAI'],,,,,,,3479..3598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000416,ESBL25,tig00000416 len=3755 reads=14 covStat=8.09 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_5,True,False,False,3760,['Col8282'],,,,,,3393..3597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000462,ESBL17,tig00000462 len=3476895 reads=57299 covStat=44234.17 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,False,False,3476974,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000005,ESBL17,tig00000005 len=1749711 reads=30059 covStat=21408.02 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,chromosome,C_1,False,True,True,1749735,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629571..1630803,,,,,,,,,,
tig00000222,ESBL17,tig00000222 len=172200 reads=2857 covStat=2020.71 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_0,True,True,False,172202,"[""ant(3'')-Ia"", 'dfrA17', 'IncFIC(FII)', 'aadA5', ""aac(6')-Ib-cr"", 'mph(A)', 'sul1', 'blaCTX-M-15', 'aac(3)-IIa', 'IncFIB(AP001918)', 'tet(A)', 'catB3', 'IncFIA', 'blaOXA-1']",,,,,,,,,55890..56273,81161..81842,,,155042..155542,,,,,,,,,,,91733..92593,,,126239..126838,112168..112956,,111379..111545,,,,,,,,124085..124960,,,,126969..127799,,,,,127937..128381,,,,,111564..112037,,,,,119637..120558,,113476..114342,,,,131712..132958,,
tig00000230,ESBL17,tig00000230 len=101188 reads=674 covStat=1881.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_1,True,False,False,101228,['p0111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30263..31147,,,,,,,
tig00000236,ESBL17,tig00000236 len=4130 reads=55 covStat=14.32 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_2,True,False,True,4128,['Col(BS512)'],,2451..2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000463,ESBL17,tig00000463 len=26354 reads=522 covStat=192.97 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_0,False,False,False,26356,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000006,ESBL17,tig00000006 len=18913 reads=157 covStat=269.70 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,False,False,18913,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000004,ESBL17,tig00000004 len=16052 reads=76 covStat=191.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,16052,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000461,ESBL17,tig00000461 len=12677 reads=92 covStat=102.55 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_3,False,False,False,12677,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000003,ESBL17,tig00000003 len=10785 reads=29 covStat=95.28 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_4,False,False,False,10788,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000002,ESBL17,tig00000002 len=10247 reads=3 covStat=30.65 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,10247,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000237,ESBL17,tig00000237 len=7850 reads=3 covStat=-0.84 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,7850,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000243,ESBL17,tig00000243 len=3823 reads=4 covStat=17.63 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_7,False,False,False,3823,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000072,ESBL17,tig00000072 len=3756 reads=7 covStat=2.78 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_8,False,False,False,3756,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000223,ESBL17,tig00000223 len=2497 reads=4 covStat=6.05 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_9,False,True,False,2497,"['aac(3)-IIa', 'aac(3)-IIe']",,,,,,,,,,,,,,,,,,,,,,,,676..1545,,1..596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000372,ESBL17,tig00000372 len=2144 reads=7 covStat=16.15 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_10,False,False,False,2144,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000004,ESBL16,tig00000004 len=2197734 reads=34191 covStat=18407.04 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,False,False,2197845,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000293,ESBL16,tig00000293 len=1011221 reads=15009 covStat=8783.13 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_1,False,True,False,1011241,['tet(34)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321140..321495,,,
tig00000295,ESBL16,tig00000295 len=611476 reads=8049 covStat=6029.73 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,False,False,611515,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000291,ESBL16,tig00000291 len=484044 reads=6938 covStat=4331.03 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,True,False,484061,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385656..386888,,,,,,,,,,
tig00000039,ESBL16,tig00000039 len=420072 reads=5472 covStat=4214.91 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,420100,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000002,ESBL16,tig00000002 len=272722 reads=4067 covStat=2314.08 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,False,False,272726,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000292,ESBL16,tig00000292 len=22190 reads=467 covStat=46.78 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_4,False,False,False,22190,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000294,ESBL16,tig00000294 len=18209 reads=372 covStat=31.18 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_5,False,False,False,18211,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000009,ESBL16,tig00000009 len=16563 reads=33 covStat=135.39 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,16564,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000008,ESBL16,tig00000008 len=12756 reads=54 covStat=111.30 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_7,False,False,False,12761,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000006,ESBL16,tig00000006 len=8396 reads=18 covStat=75.65 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_8,False,False,False,8396,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00020426,ESBL16,tig00020426 len=7721 reads=53 covStat=62.91 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_9,False,False,False,7721,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000029,ESBL16,tig00000029 len=6103 reads=4 covStat=-0.79 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_10,False,False,False,6103,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000003,ESBL16,tig00000003 len=5869 reads=3 covStat=-0.90 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_11,False,False,False,5869,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00020425,ESBL16,tig00020425 len=3905 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_12,False,False,False,3905,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000204,ESBL16,tig00000204 len=2272 reads=6 covStat=0.24 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_13,False,False,False,2272,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000208,ESBL16,tig00000208 len=1897 reads=4 covStat=6.65 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_14,False,False,False,1897,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000119,ESBL16,tig00000119 len=93325 reads=765 covStat=1194.40 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_0,True,True,True,93358,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,23011..23152,,,,,,,,,,,,,,,,,,13764..14639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000123,ESBL16,tig00000123 len=12920 reads=75 covStat=104.84 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_1,True,False,True,12920,"['Col(MGD2)', 'ColRNAI']",,,,12791..12891,,,8293..8421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000124,ESBL16,tig00000124 len=9419 reads=162 covStat=19.83 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_2,True,False,True,9419,['Col156'],,,,,872..1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000455,ESBL15,tig00000455 len=3200252 reads=59212 covStat=34039.03 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,True,False,3200307,['tet(34)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319687..320042,,,
tig00000453,ESBL15,tig00000453 len=902017 reads=13885 covStat=11450.18 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,True,False,902033,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808829..810061,,,,,,,,,,
tig00000458,ESBL15,tig00000458 len=607075 reads=9129 covStat=7769.33 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,False,False,607089,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000059,ESBL15,tig00000059 len=285281 reads=4703 covStat=3288.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,285285,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000064,ESBL15,tig00000064 len=24401 reads=180 covStat=350.86 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,False,False,24401,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000454,ESBL15,tig00000454 len=22833 reads=618 covStat=22.32 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_4,False,False,False,22833,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00028537,ESBL15,tig00028537 len=17087 reads=45 covStat=289.93 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,17087,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000051,ESBL15,tig00000051 len=14193 reads=14 covStat=172.65 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,14194,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000459,ESBL15,tig00000459 len=13572 reads=32 covStat=203.23 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_7,False,False,False,13573,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
